path,source_status,subsystem,include_or_exclude,reason,target_commit,validation
dropin-earth/docs/architecture/dropin-environmental-avs-v06.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/architecture/dropin-environmental-cognition-v02.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/architecture/dropin-environmental-memory-rag-v05.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/architecture/dropin-environmental-operations-os-v08.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/architecture/dropin-realtime-environmental-settlement-v04.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/AUDIT_STANDARD.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/CANOPYPROOF_CLEAN_REPLAY_REPORT.md,r0_generated,R0 recovery-evidence,include,"Phase R0 inventory, policy, or final recovery evidence",PENDING_R0_RECOVERY_EVIDENCE,pending_clean_replay
dropin-earth/docs/CANOPYPROOF_INTEGRATION_RECOVERY_REPORT.md,r0_generated,R0 recovery-evidence,include,"Phase R0 inventory, policy, or final recovery evidence",PENDING_R0_RECOVERY_EVIDENCE,pending_clean_replay
dropin-earth/docs/CANOPYPROOF_OS_COMPLETION_MATRIX.md,untracked,I validation-coverage,include,"validation, coverage, or readiness evidence must be calibrated after clean replay",PENDING_I_VALIDATION_COVERAGE,pending_clean_replay
dropin-earth/docs/CANOPYPROOF_RELEASE_CANDIDATE_MATRIX.md,r0_generated,R0 recovery-evidence,include,"Phase R0 inventory, policy, or final recovery evidence",PENDING_R0_RECOVERY_EVIDENCE,pending_clean_replay
dropin-earth/docs/CERTIFICATE_STANDARD.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/COVERAGE_POLICY.md,r0_generated,R0 recovery-evidence,include,"Phase R0 inventory, policy, or final recovery evidence",PENDING_R0_RECOVERY_EVIDENCE,pending_clean_replay
dropin-earth/docs/DATA_MODEL.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/deploy-cloudflare.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/deployment-cloudflare-canopyproof.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/deployment.md,tracked_modified,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/design/canopyproof-design-tokens.json,tracked_modified,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/design/canopyproof-figma-document.json,tracked_modified,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/design/canopyproof-uiux-spec.md,tracked_modified,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/ESG_DATA_STANDARD.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/ESG_REPORTING.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/EVIDENCE_PROTOCOL.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/evidence/canopy-replay-roots.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/evidence/counsel-allowlist.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/evidence/kyc-aml-sanctions-checklist.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/evidence/multisig-approval-record.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/evidence/phase16-cloudflare-deploy-evidence-binding.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/evidence/phase16-release-council-pack.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/FIFTYONE_INTEGRATION_POLICY.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/FUNDING.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/GIS_ECOSYSTEM_LANDSCAPE.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/GOVERNANCE.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/INSTITUTIONAL_TRUST.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/INVESTOR_DUE_DILIGENCE.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/MRV_STANDARD.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/NASA_GIBS_DATA_POLICY.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/NASA_GIBS_INTEGRATION_READINESS.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/NASA_GIBS_THREAT_MODEL.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/NASA_WORLDVIEW_UPSTREAM_POLICY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/OBSERVABILITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/PARTNER_PORTAL.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/phase-16-codex-ready-scaffold-prompt.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/phase-16-developer-guide.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/PHASE2_PRODUCTION_READINESS.md,untracked,I validation-coverage,include,"validation, coverage, or readiness evidence must be calibrated after clean replay",PENDING_I_VALIDATION_COVERAGE,pending_clean_replay
dropin-earth/docs/PHASE3_INSTITUTIONAL_READINESS.md,untracked,I validation-coverage,include,"validation, coverage, or readiness evidence must be calibrated after clean replay",PENDING_I_VALIDATION_COVERAGE,pending_clean_replay
dropin-earth/docs/POINT_CLOUD_MRV_STANDARD.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/product.md,tracked_modified,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/product/canopy-dropin-whitepaper-alignment.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/product/dropin-environmental-terminal.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/production-core-business-convergence.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/production-e2e-automation.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/production-mainnet-runbook.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/production-randomness-oracle-sybil.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/RFC_AWS_KMS_VERIFICATION_RUNTIME.md,untracked,F verify-only-security,include,verify-only KMS or edge security and observability boundary,PENDING_F_VERIFY_ONLY_SECURITY,pending_clean_replay
dropin-earth/docs/RFC_CANONICAL_EARLY_WARNING_AUTHORITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_CANONICAL_ESG_REPORTING_AUTHORITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_CANONICAL_FUNDING_ACCOUNTABILITY_AUTHORITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_CANONICAL_ORGANIZATION_ACCREDITATION_AUTHORITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_CANONICAL_ORGANIZATION_LIFECYCLE_AUTHORITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_CANONICAL_PROJECT_LIFECYCLE_AUTHORITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_CANONICAL_PROJECT_LIFECYCLE_SOURCE_RESOLVER.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_CANOPYPROOF_OS_PRODUCT_SYSTEM.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_COVERAGE_RATCHET.md,untracked,I validation-coverage,include,"validation, coverage, or readiness evidence must be calibrated after clean replay",PENDING_I_VALIDATION_COVERAGE,pending_clean_replay
dropin-earth/docs/RFC_DIGITAL_MRV_GRAPH_AUTHORITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_EDGE_TRACE_CONTINUITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_EFFECTIVE_MEDIA_PROJECTION_AND_METADATA_ORCHESTRATION.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/RFC_ENVIRONMENTAL_PROOF_LIFECYCLE_AUTHORITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_EVIDENCE_MEDIA_INTAKE_ADAPTERS.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/RFC_EVIDENCE_MEDIA_PROVIDER_RUNTIME.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/RFC_EVIDENCE_METADATA_EXTRACTION_ADAPTER.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/RFC_EVIDENCE_METADATA_RETENTION_AUTHORITY.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/RFC_EVIDENCE_OFFLINE_COMMUNITY_AUTHORITY.md,untracked,E mobile-sync-authority,include,governed mobile sync and current-authority admission,PENDING_E_MOBILE_SYNC_AUTHORITY,pending_clean_replay
dropin-earth/docs/RFC_GLOBAL_COMMAND_CENTER_PUBLISHING_AUTHORITY.md,untracked,C global-command-center,include,privacy-minimized global command center authority,PENDING_C_GLOBAL_COMMAND_CENTER,pending_clean_replay
dropin-earth/docs/RFC_GLOBAL_COMMAND_CENTER_SPATIAL_DISCLOSURE_AUTHORITY.md,untracked,C global-command-center,include,privacy-minimized global command center authority,PENDING_C_GLOBAL_COMMAND_CENTER,pending_clean_replay
dropin-earth/docs/RFC_GLOBAL_IMPACT_COMMAND_CENTER_PROJECTION.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_GOVERNED_ESG_METRIC_AUTHORITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_MOBILE_EVIDENCE_OFFLINE_CLIENT.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_MOBILE_EVIDENCE_SYNC_AUTHORITY.md,untracked,E mobile-sync-authority,include,governed mobile sync and current-authority admission,PENDING_E_MOBILE_SYNC_AUTHORITY,pending_clean_replay
dropin-earth/docs/RFC_MOBILE_SYNC_ADMISSION_CONTROL.md,untracked,E mobile-sync-authority,include,governed mobile sync and current-authority admission,PENDING_E_MOBILE_SYNC_AUTHORITY,pending_clean_replay
dropin-earth/docs/RFC_NASA_GIBS_INTEGRATION.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/RFC_OBSERVABILITY_EXPORT_PIPELINE.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_PUBLIC_TRANSPARENCY_AUTHORITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_PUBLIC_TRANSPARENCY_EXPLORER.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_ROOT_GOVERNANCE_BOOTSTRAP_AUTHORITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_TERRAPROOF_SPATIAL_FABRIC.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_TRUST_LAYER.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/RFC_TRUSTED_DEVICE_ATTESTATION_PROVIDER.md,untracked,E mobile-sync-authority,include,governed mobile sync and current-authority admission,PENDING_E_MOBILE_SYNC_AUTHORITY,pending_clean_replay
dropin-earth/docs/RFC_VISUAL_EVIDENCE_INTELLIGENCE.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/RISK.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/samples/environmental-memory/challenge-history.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/environmental-memory/drone-evidence.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/environmental-memory/project-report.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/environmental-memory/rag-answer-report.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/environmental-memory/satellite-evidence.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/growth/climate-campaign.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/growth/environmental-metathread.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/growth/ngo-leads-consented.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/growth/outreach-draft.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/growth/treasury-insight-report.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/operations/environmental-feed.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/operations/environmental-gateway.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/operations/message-thread.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/operations/operations-risk-report.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/samples/operations/validator-schedule.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/SECURITY_TRUST_LAYER.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/SECURITY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/security/dropin-environmental-security-checklist.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/security/dropin-growth-compliance-checklist.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/security/dropin-memory-rag-checklist.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/security/dropin-operations-security-checklist.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/security/dropin-protocol-infra-checklist.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/security/dropin-realtime-security-checklist.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/security/dropin-security-checklist.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/security/dropin-security-framework.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/security/future-agent-security.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/security/sample-dropin-assessment.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/security/sample-environmental-trace.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/security/sample-escrow-flow.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/security/sample-impact-proof.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/security/sample-settlement-report.md,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/security/sample-world-model.json,untracked,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/SPATIAL_DATA_GOVERNANCE.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/SPATIAL_THREAT_MODEL.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/telegram-miniapp.md,tracked_modified,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/TESTING.md,untracked,I validation-coverage,include,"validation, coverage, or readiness evidence must be calibrated after clean replay",PENDING_I_VALIDATION_COVERAGE,pending_clean_replay
dropin-earth/docs/testnet-campaigns.md,tracked_modified,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/testnet-operator-daily-report.md,tracked_modified,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/TRUST_KERNEL.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/ui-system.md,tracked_modified,X legacy-or-product-documentation,exclude,"legacy launch, product, deployment, or sample material is outside R0",EXCLUDED,path_and_boundary_reviewed
dropin-earth/docs/UN_INTEGRATION.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/UN_PARTNERS.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/VERIFICATION_STANDARD.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/VISUAL_DATA_LICENSE_POLICY.md,untracked,A architecture-RFC,include,"institutional architecture, governance, security, or standards documentation",PENDING_A_ARCHITECTURE_RFC,pending_clean_replay
dropin-earth/docs/VISUAL_EVIDENCE_INTELLIGENCE_READINESS.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/VISUAL_EVIDENCE_THREAT_MODEL.md,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/docs/WORKING_TREE_FILE_DISPOSITION.csv,r0_generated,R0 recovery-evidence,include,"Phase R0 inventory, policy, or final recovery evidence",PENDING_R0_RECOVERY_EVIDENCE,pending_clean_replay
dropin-earth/docs/WORKING_TREE_INTEGRATION_INVENTORY.md,r0_generated,R0 recovery-evidence,include,"Phase R0 inventory, policy, or final recovery evidence",PENDING_R0_RECOVERY_EVIDENCE,pending_clean_replay
dropin-earth/infra/.DS_Store,untracked,X generated-artifact,exclude,OS or tool-generated cache,EXCLUDED,path_and_boundary_reviewed
dropin-earth/infra/canopyproof/kubernetes/api-deployment.yaml,untracked,I validation-coverage,include,non-executing infrastructure or observability configuration,PENDING_I_VALIDATION_COVERAGE,pending_clean_replay
dropin-earth/infra/canopyproof/kubernetes/postgres-backup-cronjob.yaml,untracked,I validation-coverage,include,non-executing infrastructure or observability configuration,PENDING_I_VALIDATION_COVERAGE,pending_clean_replay
dropin-earth/infra/cloudflare/.wrangler/state/v3/cache/miniflare-CacheObject/metadata.sqlite,untracked,X generated-artifact,exclude,"generated build, runtime, test, or cache output",EXCLUDED,path_and_boundary_reviewed
dropin-earth/infra/cloudflare/.wrangler/state/v3/cache/miniflare-CacheObject/metadata.sqlite-shm,untracked,X generated-artifact,exclude,"generated build, runtime, test, or cache output",EXCLUDED,path_and_boundary_reviewed
